Unnamed: 0,reactant_type,reactant_subtype,reactant_smiles,shadow_smiles
870,carbonyl,keto,COc1cc2oc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(C)c2cc1C#CCO,COc1cc2oc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(C)c2cc1C#CCO
871,carbonyl,ald,O=CCCc1ccc2c(c1)OCO2,C(CCc1ccc2c(c1)OCO2)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
872,carbonyl,ald,Cc1ccccc1/C=C/C=O,Cc1ccccc1/C=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
873,alkyl,alkyl,C(c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,C(c1ccccc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
874,carbonyl,ald,C=CC[C@]1(CCC=O)CCCC(OCC(C)C)=CC1=O,C=CC[C@]1(CCC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)CCCC(OCC(C)C)=CC1=O
875,carbonyl,keto,CC(C)(C)[Si](C)(C)OCCC(C(=O)c1ccccc1)c1ccccc1,CC(C)(C)[Si](C)(C)OCCC(C(=O)c1ccccc1)c1ccccc1
876,carbonyl,ald,O=Cc1ccc(OCc2ccc(B(O)O)cc2)cc1,OB(O)c1ccc(COc2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2)cc1
877,carbonyl,keto,C/C=C/CC(C)(C)C(=O)c1ccc(OC)cc1,C/C=C/CC(C)(C)C(=O)c1ccc(OC)cc1
878,carbonyl,ald,Cc1noc([C@@H]2[C@@H](c3ccc(Br)cc3)CC=C(c3ccccc3)[C@@H]2CC=O)c1[N+](=O)[O-],Cc1noc([C@@H]2[C@@H](c3ccc(Br)cc3)CC=C(c3ccccc3)[C@@H]2CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1[N+](=O)[O-]
879,carbonyl,ald,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C=O)CCC[C@]21C,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)CCC[C@]21C
880,alkyl,alkyl,O=c1ccc2cc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)ccc2o1,O=c1ccc2cc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)ccc2o1
881,phosphine,phosphine,C[N+](C)(C)Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,C[N+](C)(C)Cc1ccc(P(c2ccccc2)c2ccccc2)cc1
882,carbonyl,ald,COC(=O)C#CCCCC=O,COC(=O)C#CCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
883,carbonyl,ald,O=CCC/C=C/C(=O)CCC1CC1,O=C(/C=C/CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)CCC1CC1
884,carbonyl,ald,COc1c2c(cc(C=O)c1OCc1ccccc1)CC(CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)(OC)OC2,COc1c2c(cc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c1OCc1ccccc1)CC(CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)(OC)OC2
885,carbonyl,ald,CCCCCCCCCCCC[C@@H](CCC=O)N(NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,CCCCCCCCCCCC[C@@H](CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)N(NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1
886,carbonyl,keto,COC(C)(C)O[C@H]1[C@H]([N+](=O)[O-])[C@@H](c2ccco2)[C@H]2OC(C)(C)O[C@@H]1C2=O,COC(C)(C)O[C@H]1[C@H]([N+](=O)[O-])[C@@H](c2ccco2)[C@H]2OC(C)(C)O[C@@H]1C2=O
887,alkyl,alkyl,COC(=O)C(CC(=O)OC(C)(C)C)=P(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)C(CC(=O)OC(C)(C)C)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
888,carbonyl,ald,CCOC(=O)CCC=O,CCOC(=O)CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
889,carbonyl,keto,CCCCCCCC/C=C\CCCCCCCCC(=O)c1ccccc1C(=O)O,CCCCCCCC/C=C\CCCCCCCCC(=O)c1ccccc1C(=O)O
890,carbonyl,keto,CCCCCCC(=O)CCCCCC,CCCCCCC(=O)CCCCCC
891,carbonyl,ald,O=Cc1cccc2c1B(O)OCC2,OB1OCCc2cccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c21
892,alkyl,alkyl,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)[C@@H](CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)[C@@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)C(=O)O
893,carbonyl,ald,C=CCOC(=O)CCc1c(C=O)c[nH]c1C(=O)OC(C)(C)C,C=CCOC(=O)CCc1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c[nH]c1C(=O)OC(C)(C)C
894,carbonyl,ald,CCOc1ccc(C=O)cc1OCc1ccccc1,CCOc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1OCc1ccccc1
895,carbonyl,ald,COC(=O)C1(C(=O)OC)CC1Cc1ccccc1C=O,COC(=O)C1(C(=O)OC)CC1Cc1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
896,carbonyl,ald,O=Cc1ccc(/C(=C(/C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,FC(F)(F)C(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)c1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
897,alkyl,alkyl,CC(C)(C)c1cc2ccc3cc(C=P(c4ccccc4)(c4ccccc4)c4ccccc4)cc4ccc(c1)c2c34,CC(C)(C)c1cc2ccc3cc(C=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)cc4ccc(c1)c2c34
898,carbonyl,ald,O=Cc1c(Cl)cc(Cl)cc1Cl,Clc1cc(Cl)c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(Cl)c1
899,carbonyl,keto,O=C1CC2(CCC2)C1,O=C1CC2(CCC2)C1
900,carbonyl,keto,CCc1ccc(C(=O)c2ccc(SCCCO[Si](C)(C)C(C)(C)C)cc2)nc1OC,CCc1ccc(C(=O)c2ccc(SCCCO[Si](C)(C)C(C)(C)C)cc2)nc1OC
901,carbonyl,keto,CC(=O)[C@H]1CC[C@H](C)[C@@H]2CCC(C)=C2C1,CC(=O)[C@H]1CC[C@H](C)[C@@H]2CCC(C)=C2C1
902,carbonyl,ald,CC(C)(C)[Si](C)(C)OCCCCCC=O,[SiH3]OCCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
903,carbonyl,ald,COCCOCO[C@H](/C=C/C=O)[C@H](O[Si](C)(C)C(C)(C)C)c1ccccc1,COCCOCO[C@H](/C=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)[C@H](O[SiH3])c1ccccc1
904,carbonyl,ald,O=Cc1cccc(-c2ccccn2)n1,C(c1cccc(-c2ccccn2)n1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
905,carbonyl,ald,COc1ccc(/C(=C(\c2ccccc2)c2ccc(C=O)cc2)c2ccc(OC)cc2)cc1,COc1ccc(C(=C(c2ccccc2)c2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2)c2ccc(OC)cc2)cc1
906,alkyl,alkyl,C=CC=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1,C=CC=CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
907,carbonyl,ald,CC1(C)OB(c2cccc(C=O)c2)OC1(C)C,CC1(C)OB(c2cccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)c2)OC1(C)C
908,carbonyl,ald,O=Cc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Oc2ccc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)cc2)cc1
909,carbonyl,ald,O=Cc1cccc(OC(F)(F)F)c1,FC(F)(F)Oc1cccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
910,carbonyl,ald,CC(C)(C)[Si](C)(C)O[C@H]1C[C@H]([C@@]2(C)O[C@@H]2C=O)CC[C@]1(C)O,C[C@]1([C@@H]2CC[C@](C)(O)[C@@H](O[SiH3])C2)O[C@@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
911,carbonyl,keto,COC(=O)C1(C(=O)OC)CC1Cc1ccccc1C(C)=O,COC(=O)C1(C(=O)OC)CC1Cc1ccccc1C(C)=O
912,carbonyl,keto,CC(=O)[C@H]1C/C=C(\C)CC/C=C(\C)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C(=O)O)[C@@H](C(C)C)C1,CC(=O)[C@H]1C/C=C(\C)CC/C=C(\C)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C(=O)O)[C@@H](C(C)C)C1
913,carbonyl,ald,CC(=O)Nc1ccc(C=O)cc1,CC(=O)Nc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
914,carbonyl,ald,O=C/C=C(\I)c1ccccc1,I/C(=C\C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1
915,carbonyl,ald,CCOC(=O)CC[C@H]1OC(C)(C)O[C@@H]1C=O,CCOC(=O)CC[C@H]1OC(C)(C)O[C@@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
916,carbonyl,ald,O=Cc1c(F)cccc1I,Fc1cccc(I)c1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
917,carbonyl,ald,O=Cc1nc(-c2ccccc2Cl)cs1,Clc1ccccc1-c1csc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)n1
918,carbonyl,ald,C=CCOc1cccc(C=O)c1,C=CCOc1cccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c1
919,alkyl,alkyl,C[C@H]1C(=O)C(=C(O)C=P(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N1C(=O)OC(C)(C)C,C[C@H]1C(=O)C(=C(O)C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)C(=O)N1C(=O)OC(C)(C)C
920,carbonyl,ald,COCCOCO[C@H](/C=C/C=C(\C)[C@H](CCCC=O)OC)[C@H](O[Si](C)(C)C(C)(C)C)c1ccccc1,COCCOCO[C@H](/C=C/C=C(\C)[C@H](CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OC)[C@H](O[SiH3])c1ccccc1
921,carbonyl,ald,COc1ccc(CNc2nc3cc(F)c(Br)cc3cc2C=O)cc1,COc1ccc(CNc2nc3cc(F)c(Br)cc3cc2C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
922,carbonyl,keto,COc1ccc(CC(=O)C(F)(F)F)cc1,COc1ccc(CC(=O)C(F)(F)F)cc1
923,carbonyl,ald,CC=CC=O,CC=CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
924,alkyl,alkyl,CCC[C@H]1CC[C@H]([C@H]2CC[C@H](C=P(c3ccccc3)(c3ccccc3)c3ccccc3)CC2)CC1,CCC[C@H]1CC[C@H]([C@H]2CC[C@H](C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)CC2)CC1
925,alkyl,alkyl,COC(=O)CCCC=CCC=P(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)CCCC=CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
926,carbonyl,ald,CC[C@H](OC(=O)C[C@H](C)CCC=O)C(C)C,CC[C@H](OC(=O)C[C@H](C)CCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)C(C)C
927,carbonyl,ald,CC(C)(C)OC(=O)N[C@@H](C=O)Cc1ccc(OCc2ccccc2)cc1,CC(C)(C)OC(=O)N[C@@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)Cc1ccc(OCc2ccccc2)cc1
928,carbonyl,ald,CC(C)[Si](O[C@@H](C)C[C@@H](C[C@@H](C[C@@H](CC=O)O[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)O[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)O[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)(C(C)C)C(C)C,C[C@@H](C[C@@H](C[C@@H](C[C@@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)O[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)O[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)O[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)O[SiH3]
929,carbonyl,ald,C/C=C(C)/C=C/CCC[C@@H](C)C[C@@H](C)C=O,C/C=C(C)/C=C/CCC[C@@H](C)C[C@@H](C)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
930,carbonyl,ald,Cn1cc(-c2ccccc2)nc1C=O,Cn1cc(-c2ccccc2)nc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
931,carbonyl,keto,Cc1ccc(C(=O)C(C)C)cc1,Cc1ccc(C(=O)C(C)C)cc1
932,carbonyl,ald,CS/C(SC)=C(\C=O)C(=O)c1ccccc1,CSC(SC)=C(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)C(=O)c1ccccc1
933,carbonyl,keto,O=C1CC2CCCN2C1,O=C1CC2CCCN2C1
934,carbonyl,ald,C=CCn1c(C=O)cc2ccccc21,C=CCn1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc2ccccc21
935,carbonyl,ald,CC(C)(C)C(=O)OC[C@H]1O[C@@H](N[C@@H](C/C=C/C=O)c2ccc([N+](=O)[O-])cc2)[C@H](OC(=O)C(C)(C)C)[C@@H](OC(=O)C(C)(C)C)[C@H]1OC(=O)C(C)(C)C,CC(C)(C)C(=O)OC[C@H]1O[C@@H](N[C@@H](C/C=C/C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c2ccc([N+](=O)[O-])cc2)[C@H](OC(=O)C(C)(C)C)[C@@H](OC(=O)C(C)(C)C)[C@H]1OC(=O)C(C)(C)C
936,carbonyl,ald,C/C=C(C)/C=C(C)/C=C/C=O,C/C=C(C)/C=C(C)/C=C/C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
937,carbonyl,ald,O=Cc1ccc(-c2cc(F)c(C(F)(F)Oc3cc(F)c(F)c(F)c3)c(F)c2)cc1,Fc1cc(OC(F)(F)c2c(F)cc(-c3ccc(C=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)cc3)cc2F)cc(F)c1F
938,carbonyl,ald,COc1cc(C=O)c(-c2ccc(C(C)(C)C)cc2)c(OC)c1OC,COc1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(-c2ccc(C(C)(C)C)cc2)c(OC)c1OC
939,carbonyl,ald,COC(=O)/C=C/OC(CC=O)c1ccccc1,COC(=O)/C=C/OC(CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1
940,carbonyl,ald,C=CCc1cc(C)ccc1C=O,C=CCc1cc(C)ccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
941,carbonyl,ald,CC1(C)O[C@H]([C@@H](CO[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C)[C@H]([C@](C)(O)C=O)O1,CC1(C)O[C@H]([C@@H](CO[SiH3])O[SiH3])[C@H]([C@](C)(O)C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O1
942,carbonyl,ald,CC1(C)[C@H]2CC=C(C=O)[C@@H]1C2,CC1(C)[C@H]2CC=C(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)[C@@H]1C2
943,carbonyl,ald,O=CCCCc1ccccc1,C(CCCc1ccccc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
944,carbonyl,ald,O=Cc1ccc(C(=O)OC2CCCCC2)cc1,O=C(OC1CCCCC1)c1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
945,carbonyl,keto,CC(=O)NC1(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)CCC1=O,CC(=O)NC1(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)CCC1=O
946,carbonyl,ald,C#Cc1cc(Cl)ccc1C=O,C#Cc1cc(Cl)ccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
947,carbonyl,ald,CN(C)S(=O)(=O)n1cc(C=O)c2ccccc21,CN(C)S(=O)(=O)n1cc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c2ccccc21
948,carbonyl,keto,O=C(c1cc(Cl)c(Cl)c(C(F)(F)F)c1)C(F)(F)F,O=C(c1cc(Cl)c(Cl)c(C(F)(F)F)c1)C(F)(F)F
949,carbonyl,ald,CC(C)(C)OC(=O)Nc1ccc(C=O)cc1,CC(C)(C)OC(=O)Nc1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
950,carbonyl,ald,CC(C)Cc1ccccc1C=O,CC(C)Cc1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
951,carbonyl,ald,CSc1ncc(C=O)c(NC[C@H](C)O)n1,CSc1ncc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(NC[C@H](C)O)n1
952,carbonyl,ald,CC(=O)O[C@@H](C)/C=C\C(=O)N[C@@H]1CC[C@H](C/C=C(\C)C=O)O[C@@H]1C,CC(=O)O[C@@H](C)/C=C\C(=O)N[C@@H]1CC[C@H](C/C=C(\C)C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O[C@@H]1C
953,carbonyl,ald,CC(=O)OCCCCCCCCCCCCC=O,CC(=O)OCCCCCCCCCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
954,alkyl,alkyl,NC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,NC(=O)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
955,alkyl,alkyl,O=C(O)c1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,O=C(O)c1ccc(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)cc1
956,carbonyl,ald,CC(C)C#Cc1ccccc1C=O,CC(C)C#Cc1ccccc1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
957,alkyl,alkyl,Cn1ccnc1C(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,Cn1ccnc1C(=O)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
958,carbonyl,ald,COc1ccc([C@@H]2CCC[C@H](C=O)O2)cc1,COc1ccc([C@@H]2CCC[C@H](C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)O2)cc1
959,carbonyl,ald,O=C[C@@H](O)[C@H](O)[C@H](O)CO,OC[C@@H](O)[C@@H](O)[C@H](O)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
960,carbonyl,ald,C[C@]1(c2ccc([N+](=O)[O-])cc2)O[C@@H]1C=O,C[C@]1(c2ccc([N+](=O)[O-])cc2)O[C@@H]1C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
961,carbonyl,ald,CCOC(=O)CCCC=O,CCOC(=O)CCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
962,carbonyl,ald,O=Cc1ccccc1P(c1ccccc1)c1ccccc1,C(c1ccccc1P(c1ccccc1)c1ccccc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
963,carbonyl,ald,O=CC(=O)c1ccccc1Br,O=C(C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)c1ccccc1Br
964,carbonyl,ald,COCO[C@@H]1C[C@@H](O[C@H]2/C=C\C[C@@H](OCc3ccccc3)[C@H](COCc3ccccc3)O[C@@H]2CCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@H](CC=O)O[C@@H]2C[C@@H]3O[C@H](c4ccccc4)OC[C@H]3O[C@@]12C,COCO[C@@H]1C[C@@H](O[C@H]2/C=C\C[C@@H](OCc3ccccc3)[C@H](COCc3ccccc3)O[C@@H]2CCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@H](CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O[C@@H]2C[C@@H]3O[C@H](c4ccccc4)OC[C@H]3O[C@@]12C
965,carbonyl,ald,O=Cc1cccc2c1OCC2,C(c1cccc2c1OCC2)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
966,carbonyl,keto,CC[C@@]1(C)Oc2cc(C(=O)OC(C)(C)C)cc(C[C@@]3(C)C(=O)CC[C@]4(C)[C@@H]3CCCC43OCCO3)c2O1,CC[C@@]1(C)Oc2cc(C(=O)OC(C)(C)C)cc(C[C@@]3(C)C(=O)CC[C@]4(C)[C@@H]3CCCC43OCCO3)c2O1
967,carbonyl,keto,CCCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)CC4=O,CCCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)CC4=O
968,carbonyl,keto,CC(=O)/C=C/CC[C@H](OC(C)=O)C1=C[C@H]2OC(C)(C)O[C@H]2O1,CC(=O)/C=C/CC[C@H](OC(C)=O)C1=C[C@H]2OC(C)(C)O[C@H]2O1
969,carbonyl,keto,CC(=O)/C=C/C1CCCCC1,CC(=O)/C=C/C1CCCCC1
970,carbonyl,ald,CC[Si](CC)(CC)O[C@@H](C[C@@H](CCC[C@@H](CC=O)OC)O[Si](C)(C)C(C)(C)C)[C@H](C)COCc1c(C)c(C)c(C)c(C)c1C,CO[C@H](CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)CCC[C@H](C[C@H](O[SiH3])[C@H](C)COCc1c(C)c(C)c(C)c(C)c1C)O[SiH3]
971,carbonyl,ald,O=Cc1ccc2c(ccn2S(=O)(=O)c2ccccc2)c1,O=S(=O)(c1ccccc1)n1ccc2cc(C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)ccc21
972,carbonyl,ald,CC(C)(C)[Si](C)(C)O[C@H](CC=O)CCc1ccc(OS(=O)(=O)c2ccccc2)cc1,O=S(=O)(Oc1ccc(CC[C@@H](CC=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)O[SiH3])cc1)c1ccccc1
973,alkyl,alkyl,C=C(CCCCC)COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,C=C(CCCCC)COC(=O)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
974,carbonyl,keto,C[C@H](c1ccc(CC(C)(C)O)o1)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,C[C@H](c1ccc(CC(C)(C)O)o1)[C@H]1CC[C@H]2C(=O)CCC[C@]12C
975,carbonyl,ald,CN1C(=O)[C@@H]2c3c1cccc3[C@@]1(CO[Si](C)(C)C(C)(C)C)[C@@H]3O[C@@H](C[C@@H]3C2(C)C)[C@@]1(C)C=O,CN1C(=O)[C@@H]2c3c1cccc3[C@@]1(CO[SiH3])[C@@H]3O[C@@H](C[C@@H]3C2(C)C)[C@@]1(C)C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
976,carbonyl,keto,CC1CC(=O)CCN1C(=O)OC(C)(C)C,CC1CC(=O)CCN1C(=O)OC(C)(C)C
977,carbonyl,ald,CC(C)(C)OC(=O)n1c2c(c3ccccc31)[C@@H]1[C@@H](C=O)[C@H]3CC(=O)[C@@H]1[C@@H](C2)C3=O,CC(C)(C)OC(=O)n1c2c(c3ccccc31)[C@@H]1[C@@H](C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)[C@H]3CC(=O)[C@@H]1[C@@H](C2)C3=O
978,carbonyl,ald,CC(C)(C)OC(=O)N[C@H](C=O)COCc1ccccc1,CC(C)(C)OC(=O)N[C@H](C=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)COCc1ccccc1
979,phosphine,phosphine,CCCCCCCCP(CCCCCCCC)CCCCCCCC,CCCCCCCCP(CCCCCCCC)CCCCCCCC
980,carbonyl,keto,COc1cc(C(=O)c2ccc(N(C)C)c(C3OCCO3)c2)cc(OC)c1OC,COc1cc(C(=O)c2ccc(N(C)C)c(C3OCCO3)c2)cc(OC)c1OC
981,carbonyl,keto,CC(=O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,CC(=O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
982,alkyl,alkyl,COC(CC=P(c1ccccc1)(c1ccccc1)c1ccccc1)OC,COC(CC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)OC
983,carbonyl,ald,CC(C)(C)[Si](OCCCCCCCC=O)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OCCCCCCCC=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1)(c1ccccc1)c1ccccc1
984,carbonyl,ald,N#CC1(C=O)CCC2(CC1)OCCO2,N#CC1(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)CCC2(CC1)OCCO2
985,carbonyl,ald,Cc1c(C=O)oc2cccc(OC3CCN(C(=O)OC(C)(C)C)CC3)c12,Cc1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)oc2cccc(OC3CCN(C(=O)OC(C)(C)C)CC3)c12
986,carbonyl,keto,COC(=O)c1ccc(C(=O)c2cc3c(cc2C)C(C)(C)CCC3(C)C)cc1C(=O)OC,COC(=O)c1ccc(C(=O)c2cc3c(cc2C)C(C)(C)CCC3(C)C)cc1C(=O)OC
987,carbonyl,keto,CC(=O)CCC[C@]1(C)CCCCC1=O,CC(=O)CCC[C@]1(C)CCCCC1=O
988,carbonyl,ald,CC1(C)O[C@H]2O[C@@H](C=O)[C@@H](O)[C@H]2O1,CC1(C)O[C@H]2O[C@@H](C=P(c3ccccc3)(c3ccccc3)[Yb]3CCCCC3)[C@@H](O)[C@H]2O1
989,carbonyl,ald,CC(C)Oc1ccc(-n2cnc3cc(C=O)ccc32)cc1,CC(C)Oc1ccc(-n2cnc3cc(C=P(c4ccccc4)(c4ccccc4)[Yb]4CCCCC4)ccc32)cc1
990,alkyl,alkyl,COC(=O)c1ccc(-c2ccc(OC)cc2C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(OC)c1,COC(=O)c1ccc(-c2ccc(OC)cc2C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)c(OC)c1
991,carbonyl,ald,O=Cc1ccnnc1,C(c1ccnnc1)=P(c1ccccc1)(c1ccccc1)[Yb]1CCCCC1
992,carbonyl,ald,CC(=O)Cc1c(C=O)n(C)c2ccccc12,CC(=O)Cc1c(C=P(c2ccccc2)(c2ccccc2)[Yb]2CCCCC2)n(C)c2ccccc12
